[<15:52:46>]   cpu_agent: cpu: 42.86 | processes: 430
[<17:56:04>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:04>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:04>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:04>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:05>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:05>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:05>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:05>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:05>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:05>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:05>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:05>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:05>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:05>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:05>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:05>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:05>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:05>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:06>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:06>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:06>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:06>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:06>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:06>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:06>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:06>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:06>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:06>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:06>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:06>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:06>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:07>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:07>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:07>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:07>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:07>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:07>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:07>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:07>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:07>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:07>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:07>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:07>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:07>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:07>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:08>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:08>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:08>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:08>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:08>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:08>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:08>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:08>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:08>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:08>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:08>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:08>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:08>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:08>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:09>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:09>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:09>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:09>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:09>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:09>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:09>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:09>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:09>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:09>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:09>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:09>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:09>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:09>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:10>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:10>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:10>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:10>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:10>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:10>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:10>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:10>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:10>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:10>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:10>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:10>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:10>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:11>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:11>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:11>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:11>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:11>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:11>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:11>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:11>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:11>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:11>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:11>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:11>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:11>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:11>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:12>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:12>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:12>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:12>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:12>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:12>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:12>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:12>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:12>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:12>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:12>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:12>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:12>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:13>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:13>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:13>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:13>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:13>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:13>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:13>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:13>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:13>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:13>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:13>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:13>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:13>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:13>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:14>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:14>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:14>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:14>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:14>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:14>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:14>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:14>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:14>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:14>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:14>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:14>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:14>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:14>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:15>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:15>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:15>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:15>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:15>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:15>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:15>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:15>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:15>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:15>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:15>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:15>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:15>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:15>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:16>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:16>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:16>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:16>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:16>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:16>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:16>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:16>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:16>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:16>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:16>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:16>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<17:56:16>]   network_agent: site_connection: 1 | inet_throughput: 69.6896
[<18:16:25>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:25>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:25>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:25>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:25>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:25>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:25>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:25>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:25>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:25>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:25>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:25>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:25>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:25>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:25>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
[<18:16:26>]   network_agent: site_connection: 0 | inet_throughput: 69.7009
